codice;codice alternativo;ean;codice padre;descrizione;descrizione aggiuntiva;unita misura;unita vendita;iva;dimensione;volume;dispo vincolante;richiede autenticazione;novita;online;nome img;extra1;extra2;extra3;colorhex;Lotto;note;data disponibilita;Data_scadenza;creazione;ultima modifica;pezzi_confezione;Punti_fedelta;categoria_provvigione
'8155';'8032649258155';'8032649258155';;'Busta Monocolore 128gr 27x17x37cm Rosso';'Busta Monocolore 128gr 27x17x37cm Rosso - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8156';'8004995658156';'8004995658156';;'Collana Hawaiana 9cm Nero-Rosso';'Collana Hawaiana 9cm Nero-Rosso - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'011';;;;;'31/12/2030';'10/01/2012';'10/01/2012';72;;'011'
'8160';'8057018578160';'8057018578160';;'Occhiali con occhi disegnati';'Occhiali con occhi disegnati - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'019';;;;;'31/12/2030';'10/06/2016';'10/06/2016';144;;'019'
'8163';'8004995658163';'8004995658163';;'Collana Hawaiana 9cm Bianco-Azzurro';'Collana Hawaiana 9cm Bianco-Azzurro - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'011';;;;;'31/12/2030';'10/01/2012';'10/01/2012';72;;'011'
'8169';'8056459858169';'8056459858169';;'Bandierine 6mt Tanti Auguri  Multicolor';'Bandierine 6mt Tanti Auguri  Multicolor - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'005';;;;;'31/12/2030';'18/03/2015';'18/03/2015';72;;'005'
'8170';'8004995658170';'8004995658170';;'Collana Hawaiana 9cm Nero-Blu';'Collana Hawaiana 9cm Nero-Blu - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'011';;;;;'31/12/2030';'10/01/2012';'10/01/2012';72;;'011'
'8176';'8056459858176';'8056459858176';;'Cartella Perla 50 bag multicolore';'Cartella Perla 50 bag multicolore - quantita cartone: 6 pz';'PZ';6;22;;;'NO';'NO';'SI';'SI';;'6 pz';;'008';;;;;'31/12/2030';'26/03/2015';'26/03/2015';6;;'008'
'8177';'8057018578177';'8057018578177';;'Set Occhiali Naso e Baffi';'Set Occhiali Naso e Baffi - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'019';;;;;'31/12/2030';'10/06/2016';'10/06/2016';72;;'019'
'8179';'8032649258179';'8032649258179';;'Busta Monocolore 128gr 27x17x37cm Celest';'Busta Monocolore 128gr 27x17x37cm Celest - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8183';'8056459858183';'8056459858183';;'Cartella Chupa 50bag Multicolore- Bianco';'Cartella Chupa 50bag Multicolore- Bianco - quantita cartone: 6 pz';'PZ';6;22;;;'NO';'NO';'SI';'SI';;'6 pz';;'008';;;;;'31/12/2030';'30/03/2015';'30/03/2015';6;;'008'
'8184';'8057018578184';'8057018578184';;'Basette adesive 2 mod.';'Basette adesive 2 mod. - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'019';;;;;'31/12/2030';'10/06/2016';'10/06/2016';72;;'019'
'8186';'8032649258186';'8032649258186';;'Busta Monocolore 128gr 27x17x37cm Bianco';'Busta Monocolore 128gr 27x17x37cm Bianco - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8187';'8004995658187';'8004995658187';;'Ventaglio Bianco con Piume ';'Ventaglio Bianco con Piume  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'011';;;;;'31/12/2030';'10/01/2012';'10/01/2012';72;;'011'
'8190';'8056459858190';'8056459858190';;'Festone 1 mt Halloween ';'Festone 1 mt Halloween  - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'016';;;;;'31/12/2030';'01/04/2015';'01/04/2015';72;;'016'
'8191';'8057018578191';'8057018578191';;'Baffo Nero 16 Mod.ass';'Baffo Nero 16 Mod.ass - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'019';;;;;'31/12/2030';'10/06/2016';'10/06/2016';144;;'019'
'8193';'8032649258193';'8032649258193';;'Busta Monocolore 128gr 27x17x37cm Blu';'Busta Monocolore 128gr 27x17x37cm Blu - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8194';'8004995658194';'8004995658194';;'Ventaglio Bianco Matrimonio';'Ventaglio Bianco Matrimonio - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'011';;;;;'31/12/2030';'10/01/2012';'10/01/2012';144;;'011'
'8200';'8004995658200';'8004995658200';;'Buste Regalo Abito Uomo 4 asst.';'Buste Regalo Abito Uomo 4 asst. - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'002';;;;;'31/12/2030';'10/01/2012';'10/01/2012';72;;'002'
'8207';'8057018578207';'8057018578207';;'Barba assortita';'Barba assortita - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'019';;;;;'31/12/2030';'10/06/2016';'10/06/2016';72;;'019'
'8209';'8032649258209';'8032649258209';;'Busta Monocolore 128gr 36x12x41cm Rosa';'Busta Monocolore 128gr 36x12x41cm Rosa - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8213';'8056459858213';'8056459858213';;'Festone 3 mt Halloween ';'Festone 3 mt Halloween  - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'016';;;;;'31/12/2030';'01/04/2015';'01/04/2015';72;;'016'
'8216';'8032649258216';'8032649258216';;'Busta Monocolore 128gr 36x12x41cm Fuxia';'Busta Monocolore 128gr 36x12x41cm Fuxia - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8217';'8004995658217';'8004995658217';;'Buste Regalo Abito Donna 4 asst.';'Buste Regalo Abito Donna 4 asst. - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'002';;;;;'31/12/2030';'10/01/2012';'10/01/2012';72;;'002'
'8220';'8056459858220';'8056459858220';;'Palloni 9 20 pz Halloween party ';'Palloni 9 20 pz Halloween party  - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';;'016';;;;;'31/12/2030';'01/04/2015';'01/04/2015';72;;'016'
'8223';'8032649258223';'8032649258223';;'Busta Monocolore 128gr 36x12x41cm Giallo';'Busta Monocolore 128gr 36x12x41cm Giallo - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8224';'8004995658224';'8004995658224';;'Carnet Invito LooneyToones 16 modelli';'Carnet Invito LooneyToones 16 modelli - quantita cartone: 144 pz';'PZ';24;22;;;'NO';'NO';'SI';'NO';;'144 pz';'24 pz';'012';;;;;'31/12/2030';'03/02/2012';'03/02/2012';24;;'012'
'8230';'8032649258230';'8032649258230';;'Busta Monocolore 128gr 36x12x41cm Aranc.';'Busta Monocolore 128gr 36x12x41cm Aranc. - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8231';'8004995658231';'8004995658231';;'Biglietti Looney Toones 1�-2�-3� ';'Biglietti Looney Toones 1�-2�-3�  - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'012';;;;;'31/12/2030';'03/02/2012';'03/02/2012';24;;'012'
'8237';'8056459858237';'8056459858237';;'Palloni 9 20pz Halloween Arancio -Nero';'Palloni 9 20pz Halloween Arancio -Nero';'PZ';1;22;;;'NO';'NO';'SI';'NO';;;;'016';;;;;'31/12/2030';'01/04/2015';'01/04/2015';1;;'016'
'8238';'8057018578238';'8057018578238';;'Arco indiano ';'Arco indiano  - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'019';;;;;'31/12/2030';'09/06/2016';'09/06/2016';24;;'019'
'8245';'8057018578245';'8057018578245';;'Fucile Polizia';'Fucile Polizia - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'019';;;;;'31/12/2030';'09/06/2016';'09/06/2016';24;;'019'
'8247';'8032649258247';'8032649258247';;'Busta Monocolore 128gr 36x12x41cm Rosso';'Busta Monocolore 128gr 36x12x41cm Rosso - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8248';'8004995658248';'8004995658248';;'Biglietti Auguri  Looney Toones ';'Biglietti Auguri  Looney Toones  - quantita cartone: 10 pz';'PZ';10;22;;;'NO';'NO';'SI';'NO';;'10 pz';;'012';;;;;'31/12/2030';'03/02/2012';'03/02/2012';10;;'012'
'8252';'8057018578252';'8057018578252';;'Fucile Sceriffo';'Fucile Sceriffo - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'019';;;;;'31/12/2030';'09/06/2016';'09/06/2016';24;;'019'
'8254';'8032649258254';'8032649258254';;'Busta Monocolore 128gr 36x12x41cm Verde';'Busta Monocolore 128gr 36x12x41cm Verde - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8255';'8004995658255';'8004995658255';;'Biglietti Auguri  Juve';'Biglietti Auguri  Juve - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'012';;;;;'31/12/2030';'03/02/2012';'03/02/2012';24;;'012'
'8261';'8032649228261';'8032649228261';;'Busta Monocolore 128gr 36x12x41cm Celest';'Busta Monocolore 128gr 36x12x41cm Celest - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8262';'8004995658262';'8004995658262';;'Biglietti Auguri  Napoli';'Biglietti Auguri  Napoli - quantita cartone: 60 pz';'PZ';10;22;;;'NO';'NO';'SI';'SI';;'60 pz';'10 pz';'012';;;;;'31/12/2030';'03/02/2012';'03/02/2012';10;;'012'
'8269';'8057018578269';'8057018578269';;'Pistola Sceriffo';'Pistola Sceriffo - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'019';;;;;'31/12/2030';'09/06/2016';'09/06/2016';24;;'019'
'8275';'8056459858275';'8056459858275';;'Pirottini 20pz 10cm Halloween';'Pirottini 20pz 10cm Halloween - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';;'016';;;;;'31/12/2030';'09/04/2015';'09/04/2015';144;;'016'
'8276';'8057018578276';'8057018578276';;'Fondina Pistola';'Fondina Pistola - quantita cartone: 72 pz - quantita sottoimballo: 24 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'019';;;;;'31/12/2030';'26/05/2017';'26/05/2017';72;;'019'
'8278';'8032649258278';'8032649258278';;'Busta Monocolore 128gr 36x12x41cm Bianco';'Busta Monocolore 128gr 36x12x41cm Bianco - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8279';'8004995658279';'8004995658279';;'Cannucce 100 cm 30 Pz Multicolore';'Cannucce 100 cm 30 Pz Multicolore - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'008';;;;;'31/12/2030';'14/03/2012';'14/03/2012';72;;'008'
'8282';'8056459858282';'8056459858282';;'Pirottini 10 pz 12 cm Halloween';'Pirottini 10 pz 12 cm Halloween - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';;'016';;;;;'31/12/2030';'09/04/2015';'09/04/2015';144;;'016'
'8283';'8057018578283';'8057018578283';;'Manganello Polizia';'Manganello Polizia - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'019';;;;;'31/12/2030';'16/06/2016';'16/06/2016';72;;'019'
'8285';'8032649258285';'8032649258285';;'Busta Monocolore 128gr 36x12x41cm Blu';'Busta Monocolore 128gr 36x12x41cm Blu - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';144;;'002'
'8286';'8004995658286';'8004995658286';;'Cannucce 21cm 100 Pz Multicolore';'Cannucce 21cm 100 Pz Multicolore - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'008';;;;;'31/12/2030';'14/03/2012';'14/03/2012';144;;'008'
'8290';'8057018578290';'8057018578290';;'Manganello Ninja';'Manganello Ninja - quantita cartone: 72 pz - quantita sottoimballo: 24 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'019';;;;;'31/12/2030';'16/06/2016';'16/06/2016';72;;'019'
'8292d';'8032649258292d';'8032649258292d';;'Busta Monocolore 128gr 45x15x49cm Rosa';'Busta Monocolore 128gr 45x15x49cm Rosa - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'01/09/2010';'01/09/2010';72;;'002'
'8293';'8004995658293';'8004995658293';;'Cannucce 21cm 50 Pz Multicolore';'Cannucce 21cm 50 Pz Multicolore - quantita cartone: 96 pz';'PZ';96;22;;;'NO';'NO';'SI';'NO';;'96 pz';;'008';;;;;'31/12/2030';'14/03/2012';'14/03/2012';96;;'008'
'8299';'8056459858299';'8056459858299';;'Cartella 9 20 bag 5pz La Mia Comunione';'Cartella 9 20 bag 5pz La Mia Comunione - quantita cartone: 40 pz';'PZ';40;22;;;'NO';'NO';'SI';'SI';;'40 pz';;'004';;;;;'31/12/2030';'06/05/2015';'06/05/2015';40;;'004'
'8305';'8056459858305';'8056459858305';;'Palloni 9 20 pz colore Verde ';'Palloni 9 20 pz colore Verde  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'18/05/2015';'18/05/2015';72;;'004'
'8306';'8057018578306';'8057018578306';;'Spada 4 Mod.Ass';'Spada 4 Mod.Ass - quantita cartone: 24 pz';'PZ';24;22;;;'NO';'NO';'SI';'SI';;'24 pz';;'019';;;;;'31/12/2030';'09/06/2016';'09/06/2016';24;;'019'
'8308';'8032649228308';'8032649228308';;'Busta Monocolore 128gr 45x15x49cm Fuxia';'Busta Monocolore 128gr 45x15x49cm Fuxia - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';72;;'002'
'8309';'8004995658309';'8004995658309';;'Spadine Buffet 20 pz Multicolore';'Spadine Buffet 20 pz Multicolore - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'008';;;;;'31/12/2030';'14/03/2012';'14/03/2012';144;;'008'
'8312';'8056459858312';'8056459858312';;'Palloni 9 20 pz colore Verde Acqua ';'Palloni 9 20 pz colore Verde Acqua  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'18/05/2015';'18/05/2015';72;;'004'
'8313';'8057018578313';'8057018578313';;'Benda Pirata con orecchini';'Benda Pirata con orecchini - quantita cartone: 72 pz - quantita sottoimballo: 24 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'019';;;;;'31/12/2030';'16/06/2016';'16/06/2016';72;;'019'
'8315';'8032649258315';'8032649258315';;'Busta Monocolore 128gr 45x15x49cm Giallo';'Busta Monocolore 128gr 45x15x49cm Giallo - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';72;;'002'
'8316';'8004995658316';'8004995658316';;'Spadine Buffet 40 pz poker';'Spadine Buffet 40 pz poker - quantita cartone: 144 pz';'PZ';144;22;;;'NO';'NO';'SI';'NO';;'144 pz';;'008';;;;;'31/12/2030';'14/03/2012';'14/03/2012';144;;'008'
'8320';'8057018578320';'8057018578320';;'Distintivo Sceriffo';'Distintivo Sceriffo - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'019';;;;;'31/12/2030';'10/06/2016';'10/06/2016';144;;'019'
'8322';'8032649258322';'8032649258322';;'Busta Monocolore 128gr 45x15x49cm Aranci';'Busta Monocolore 128gr 45x15x49cm Aranci - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';72;;'002'
'8323';'8004995658323';'8004995658323';;'Tubo 20 cm Spara Farfalle';'Tubo 20 cm Spara Farfalle - quantita cartone: 96 pz';'PZ';96;22;;;'NO';'NO';'SI';'NO';;'96 pz';;'001';;;;;'31/12/2030';'16/03/2012';'16/03/2012';96;;'001'
'8329';'8056459858329';'8056459858329';;'Palloni 9 20 pz colore Giallo';'Palloni 9 20 pz colore Giallo - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'18/05/2015';'18/05/2015';72;;'004'
'8330';'8004995658330';'8004995658330';;'Tubo 20 cm Spara Stelle';'Tubo 20 cm Spara Stelle - quantita cartone: 96 pz';'PZ';96;22;;;'NO';'NO';'SI';'SI';;'96 pz';;'001';;;;;'31/12/2030';'16/03/2012';'16/03/2012';96;;'001'
'8336';'8056459858336';'8056459858336';;'Palloni 9 20 pz colore Arancio';'Palloni 9 20 pz colore Arancio - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'18/05/2015';'18/05/2015';72;;'004'
'8337';'8057018578337';'8057018578337';;'Benda Occhio';'Benda Occhio - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'019';;;;;'31/12/2030';'10/06/2016';'10/06/2016';144;;'019'
'8339';'8032649258339';'8032649258339';;'Busta Monocolore 128gr 45x15x49cm Rosso';'Busta Monocolore 128gr 45x15x49cm Rosso - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';72;;'002'
'8343';'8056459858343';'8056459858343';;'Palloni 9 20 pz colore Viola';'Palloni 9 20 pz colore Viola - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'18/05/2015';'18/05/2015';72;;'004'
'8344';'8057018578344';'8057018578344';;'Uncino da Pirata';'Uncino da Pirata - quantita cartone: 72 pz - quantita sottoimballo: 24 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'019';;;;;'31/12/2030';'10/06/2016';'10/06/2016';72;;'019'
'8346';'8032649258346';'8032649258346';;'Busta Monocolore 128gr 45x15x49cm Verde';'Busta Monocolore 128gr 45x15x49cm Verde - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';72;;'002'
'8347';'8004995658347';'8004995658347';;'Tubo 20 cm Spara Quadrifoglio';'Tubo 20 cm Spara Quadrifoglio - quantita cartone: 96 pz';'PZ';96;22;;;'NO';'NO';'SI';'SI';;'96 pz';;'001';;;;;'31/12/2030';'16/03/2012';'16/03/2012';96;;'001'
'8350';'8056459858350';'8056459858350';;'Palloni 9 20 pz colore Blu';'Palloni 9 20 pz colore Blu - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'18/05/2015';'18/05/2015';72;;'004'
'8351';'8057018578351';'8057018578351';;'Cuffia Calvizie';'Cuffia Calvizie - quantita cartone: 24 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'24 pz';'12 pz';'019';;;;;'31/12/2030';'11/06/2016';'11/06/2016';12;;'019'
'8353';'8032649258353';'8032649258353';;'Busta Monocolore 128gr 45x15x49cm Celest';'Busta Monocolore 128gr 45x15x49cm Celest - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';72;;'002'
'8360';'8032649258360';'8032649258360';;'Busta Monocolore 128gr 45x15x49cm Bianco';'Busta Monocolore 128gr 45x15x49cm Bianco - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';72;;'002'
'8360d';'8032649258360d';'8032649258360d';;'Busta Monocolore 128gr 45x15x49cm Bianco';'Busta Monocolore 128gr 45x15x49cm Bianco - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'01/09/2010';'01/09/2010';72;;'002'
'8361';'8004995658361';'8004995658361';;'Cucchiai 12 pz  Colore Bianco ';'Cucchiai 12 pz  Colore Bianco  - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'010';;;;;'31/12/2030';'13/02/2012';'13/02/2012';144;;'010'
'8367';'8056459858367';'8056459858367';;'Palloni 9 20 pz colore Nero';'Palloni 9 20 pz colore Nero - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'004';;;;;'31/12/2030';'18/05/2015';'18/05/2015';72;;'004'
'8374';'8056459858374';'8056459858374';;'Rotolo Carta Damascata 7 x 1,18 Arancio';'Rotolo Carta Damascata 7 x 1,18 Arancio - quantita cartone: 25 pz';'PZ';25;22;;;'NO';'NO';'SI';'SI';;'25 pz';;'010';;;;;'31/12/2030';'22/05/2015';'22/05/2015';25;;'010'
'8375';'8057018578375';'8057018578375';;'Nurse Kit horror';'Nurse Kit horror - quantita cartone: 24 pz';'PZ';12;22;;;'NO';'NO';'SI';'NO';;'24 pz';'12 pz';'019';;;;;'31/12/2030';'16/06/2016';'16/06/2016';12;;'019'
'8377';'8032649258377';'8032649258377';;'Busta Monocolore 128gr 45x15x49cm Blu';'Busta Monocolore 128gr 45x15x49cm Blu - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';72;;'002'
'8378';'8004995658378';'8004995658378';;'Cucchiai 12 pz  Colore Verde ';'Cucchiai 12 pz  Colore Verde  - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'010';;;;;'31/12/2030';'13/02/2012';'13/02/2012';144;;'010'
'8381';'8056459858381';'8056459858381';;'Rotolo Carta Damascata 7 x 1,18 Bianco';'Rotolo Carta Damascata 7 x 1,18 Bianco - quantita cartone: 25 pz';'PZ';25;22;;;'NO';'NO';'SI';'SI';;'25 pz';;'010';;;;;'31/12/2030';'22/05/2015';'22/05/2015';25;;'010'
'8382';'8057018578382';'8057018578382';;'Croce ';'Croce  - quantita cartone: 72 pz - quantita sottoimballo: 12 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'12 pz';'019';;;;;'31/12/2030';'10/06/2016';'10/06/2016';72;;'019'
'8385';'8004995658385';'8004995658385';;'Cucchiai 12 pz  Colore Fuxia';'Cucchiai 12 pz  Colore Fuxia - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'010';;;;;'31/12/2030';'13/02/2012';'13/02/2012';144;;'010'
'8391';'8032649258391';'8032649258391';;'Busta Monocolore 128gr 55x15x49cm Fuxia';'Busta Monocolore 128gr 55x15x49cm Fuxia - quantita cartone: 72 pz';'PZ';72;22;;;'NO';'NO';'SI';'NO';;'72 pz';;'002';;;;;'31/12/2030';'02/11/2009';'02/11/2009';72;;'002'
'8392';'8004995658392';'8004995658392';;'Cucchiai 12 pz  Colore Celeste';'Cucchiai 12 pz  Colore Celeste - quantita cartone: 144 pz - quantita sottoimballo: 24 pz';'PZ';144;22;;;'NO';'NO';'SI';'SI';;'144 pz';'24 pz';'010';;;;;'31/12/2030';'13/02/2012';'13/02/2012';144;;'010'
'8398';'8056459858398';'8056459858398';;'Rotolo Carta Damascata 7 x 1,18 Rosa';'Rotolo Carta Damascata 7 x 1,18 Rosa - quantita cartone: 25 pz';'PZ';25;22;;;'NO';'NO';'SI';'SI';;'25 pz';;'010';;;;;'31/12/2030';'22/05/2015';'22/05/2015';25;;'010'
'8399';'8057018578399';'8057018578399';;'Pistola Pirata';'Pistola Pirata - quantita cartone: 72 pz - quantita sottoimballo: 24 pz';'PZ';72;22;;;'NO';'NO';'SI';'SI';;'72 pz';'24 pz';'019';;;;;'31/12/2030';'09/06/2016';'09/06/2016';72;;'019'
'8404';'8056459858404';'8056459858404';;'Rotolo Carta Damascata 7 x 1,18 Celeste';'Rotolo Carta Damascata 7 x 1,18 Celeste - quantita cartone: 25 pz';'PZ';25;22;;;'NO';'NO';'SI';'SI';;'25 pz';;'010';;;;;'31/12/2030';'22/05/2015';'22/05/2015';25;;'010'
'8405';'8057018578405';'8057018578405';;'Palla schiavo ';'Palla schiavo  - quantita cartone: 72 pz';'PZ';24;22;;;'NO';'NO';'SI';'NO';;'72 pz';'24 pz';'019';;;;;'31/12/2030';'15/06/2016';'15/06/2016';24;;'019'
